논문 제목,핵심 내용,비즈니스 모델 캔버스(BMC) 활용 여부,AI의 특징,고객 세그먼트,가치 제안,채널,고객 관계,수익 흐름,핵심 자원,핵심 활동,핵심 파트너십,비용 구조,추가영역 제시,비즈니스 캔버스 모델의 틀을 바꿔 새로운 비즈니스 캔버스 모델을 제시,기타,오류
Fundamental Concepts of Building a Marketing-Oriented Business Model of Retail Structures' Innovative Development.pdf,"본 논문은 혁신적인 무역 개발의 마케팅 지향이 그러한 개발의 마케팅 관리를 필요로 한다는 점을 강조하며, 소매 구조(RS)의 혁신적인 개발에 대한 관련 비즈니스 모델을 체계화하고 혁신적인 개발의 비즈니스 모델을 변환하기 위한 유망한 방향을 제시합니다. 주요 방향은 마케팅 활동 유형을 변경하여 회사의 가치 창출 또는 점유 논리를 변경하고, 소득으로 생산된 가치의 일부를 점유하는 방법과 도구를 변경하며, RS 관리 메커니즘을 전환하는 것입니다.",Y,"본 논문에서는 인공지능의 특징을 직접적으로 언급하지 않지만, 소매업에서 고객 경험을 향상시키고 운영을 최적화하는 데 사용될 수 있는 컴퓨터 시스템 개발을 언급합니다.","소매 구조(RS)의 고객, 제조업체, 파트너","소매 구조의 혁신적인 개발을 통해 고객 만족도 극대화, 경쟁 우위 확보, 수익성 향상","이메일, 모바일 폰, 소셜 미디어, 메시징 등 다양한 채널을 통해 소비자에게 접근",소매업체는 최종 고객과의 직접적인 상호 작용을 최적화하여 관계를 강화합니다.,정보 없음,"마케팅 지식 자본, IT 자산","연구 개발, 데이터 처리, 모델 학습, 시스템 배포, 사용자 교육","무역 기업, 제조업체 및 소비자 간의 관계 형성",정보 없음,"본 논문에서는 전통적인 분석 틀 외에, 혁신적인 개발의 마케팅 관리를 강조하며, 이는 소매업체의 혁신적인 개발을 위한 중요한 고려 사항입니다.",N,"소매업체의 혁신적인 개발을 위한 비즈니스 모델 구축에 대한 다양한 측면을 연구하고, 혁신적인 개발 목표를 달성하기 위해 비즈니스 모델을 업데이트하려는 소매업체의 구현 전망을 공식화합니다.",정보 없음
Hypotheses engineering first essential steps of experiment-driven software development.pdf,"이 논문은 실험 기반 소프트웨어 개발에서 가설 엔지니어링이라는 새로운 분야를 제안하며, 요구사항 엔지니어링과의 비교를 통해 가설을 적절히 다루는 중요성을 강조합니다. 또한, 이 분야 내에서 필요한 활동들을 제시하고, 기존 문헌에서 이러한 활동들이 어떻게 다루어졌는지 분석하며, 실무자들에게 도움이 될 미래 연구 방향을 제시합니다.",Y,정보 없음,"소프트웨어 개발팀, 제품 관리팀, 데이터 과학자","실험 기반 소프트웨어 개발에서 가설을 효과적으로 관리하고 우선순위를 지정하여 시간과 자원을 절약하고, 제품 개발 성공 가능성을 높임.",정보 없음,정보 없음,정보 없음,"소프트웨어 개발팀의 지식, 실험 데이터, 비즈니스 목표, 사용자 요구사항","가설 생성, 가설 문서화, 가설 분석, 가설 우선순위 지정, 실험 설계 및 실행",정보 없음,"인건비, 실험 비용, 데이터 분석 비용","가설 엔지니어링은 요구사항 엔지니어링과 유사하지만, 최종 목표가 코드 자체가 아니라 시장과 사용자에 대한 학습이라는 점에서 차이가 있습니다. 따라서 가설 엔지니어링은 학습을 극대화하는 방향으로 가설을 관리하는 데 중점을 둡니다.",N,"이 논문은 가설 엔지니어링 분야의 초기 연구로서, 향후 연구를 위한 다양한 연구 질문을 제시합니다. (RQ1 ~ RQ8)",정보 없음
IDSS-BM Intelligent Decision Support System for Business Models.pdf,"본 논문은 의사 결정자들이 비즈니스 모델 설계를 더 효과적으로 수행할 수 있도록 지능형 의사 결정 지원 시스템(IDSS-BM)을 개발하는 것을 목표로 한다. 특히, 제안된 시스템은 사례 기반 추론(CBR)을 활용하여 과거의 사례를 분석하고, 새로운 문제에 대한 해결책을 제시하며, 그 추론 과정을 설명함으로써 사용자의 신뢰도를 높이는 데 중점을 둔다. 이를 통해 비즈니스 모델 설계 교육 도구로서의 활용 가능성을 제시하고, 지식 관리의 중요성을 강조한다.",Y,"사례 기반 추론(CBR)을 활용한 문제 해결, 과거 사례 학습 및 새로운 상황에 대한 솔루션 생성, 솔루션에 대한 설명 제공 능력, 지식 관리 및 전문가 지식 보존","비즈니스 모델 설계 의사 결정자, 경영자, 비즈니스 스쿨 학생, 비즈니스 모델 전문가 및 초보자","비즈니스 모델 설계 의사 결정 지원, 솔루션에 대한 설명 제공을 통한 신뢰도 향상, 교육 도구로서의 활용, 과거 사례 기반의 학습 및 지식 관리",사용자 인터페이스 (구체적인 플랫폼 명시 없음),"사용자 피드백 기반의 시스템 개선, 사용자 맞춤형 설명 제공 (Human-Machine Dialog sub-module)",정보 없음,"사례 기반 지식 (과거 비즈니스 모델 사례 데이터베이스), 비즈니스 모델 온톨로지, 사례 기반 추론 엔진, 설명 생성 모듈","사례 기반 추론 엔진 개발 및 유지보수, 비즈니스 모델 온톨로지 구축, 과거 사례 데이터 수집 및 관리, 설명 생성 알고리즘 개발, 사용자 인터페이스 개발",정보 없음,"인건비 (개발자, 연구자), 시스템 유지보수 비용, 데이터 수집 및 관리 비용","사용자 인터랙티브 기능(Human-Machine Dialog)을 통해 피드백, 오류 수정, 상세 설명 제공을 강조하며, 사용자 선호도 및 개인 요구를 반영한 맞춤형 디자인을 제안한다. 또한, 사용자 학습 행동 이력을 추적하여 초보 사용자를 전문가 수준으로 안내하는 기능을 추가적인 고려 사항으로 제시한다.",N,"연구의 한계점으로 지식 습득의 어려움과 초기 사례 데이터 부족 가능성을 언급하고 있으며, 향후 연구 방향으로 사용자 인터랙티브 기능 강화 및 사용자 맞춤형 디자인 개선을 제시한다.",정보 없음
IoT Big Data Value Map How to Generate Value from IoT Data.pdf,"본 논문은 사물 인터넷(IoT) 기술과 머신 러닝(ML), 데이터 마이닝(DM) 기술을 결합하여 생성되는 빅데이터로부터 비즈니스 가치를 창출하는 방법을 제시합니다. 특히, 가치 제안 캔버스(Value Proposition Canvas)를 활용하여 IoT 데이터 분석의 가치 제안 맵(Value Proposition Map)이라는 새로운 프레임워크를 제안하고, 이를 통해 원시 데이터에서 실제 비즈니스 가치 창출로 이어지는 로드맵을 제시합니다.",Y,데이터 마이닝 및 머신러닝 기술을 활용하여 IoT 데이터 스트림에서 지식을 발견하고 자동으로 학습 및 개선하는 능력,"지식 관리, 농업, 식품 산업, 에너지 관리, 도시 관리, 건강 및 의료 과학 분야의 기업 및 고객",IoT 장치에서 생성된 방대한 데이터 분석을 기반으로 가치 창출을 위한 비즈니스 모델 프로토타입 개발,정보 없음,정보 없음,정보 없음,"IoT 장치, 데이터 마이닝 알고리즘, 머신러닝 기술, 가치 제안 캔버스","IoT 데이터 수집, 데이터 전처리, 데이터 마이닝 모델 학습, 결과 검증 및 지식 획득",정보 없음,정보 없음,"IoT 데이터 분석의 비즈니스 가치를 명확히 하기 위해 가치 제안 캔버스를 활용한 새로운 프레임워크(Value Proposition Map)를 제시하고, 이를 통해 데이터에서 가치 창출로 이어지는 과정을 시각화합니다.",N,"향후 연구에서는 가치 맵의 고객 프로필 측면에 집중하여 고객의 요구사항, 이익, 고충을 파악하고, 이를 통해 비즈니스 모델 프로토타입을 개발할 수 있습니다.",정보 없음
Issues concerning IoT adoption for energy and comfort management in intelligent buildings in India.pdf,"이 논문은 인도의 지능형 빌딩에서 에너지 및 쾌적 관리를 위한 IoT 도입과 관련된 주요 문제를 식별하고, 가치 사슬 전반에 걸쳐 이러한 문제를 조사합니다. 델파이 방법을 사용하여 24명의 전문가 패널로부터 140개의 문제를 식별하고 8가지 테마로 그룹화하여 IoT 도입 지수를 개발하고, 이해관계자들이 IoT 시스템을 평가하는 데 사용할 수 있는 실질적인 결과를 제공합니다.",Y,인공지능 기반 데이터 처리,"건물 소유주, 건축가, 건설 제품 제조업체, 건설 관리 전문가, 시설 관리자, HVAC 전문가, IoT/AI 솔루션 설계자, 건물 과학 전문가, 지속 가능성 컨설턴트 등","사용자 중심의 지역화된 에너지 및 쾌적 관리 솔루션 제공, 에너지 효율성 향상, 운영 비용 절감, 건물 성능 예측 개선, 사용자 인식 개선","모바일 장치를 통한 사용자 인터페이스 및 데이터 시각화, 원격 액세스 및 제어","사용자 개인 모바일 장치를 활용한 점유자 특정 데이터 수집, 구역별 쾌적 제어를 통한 사용자 쾌적 경험 개선","정부 에너지 관세 보조금, 에너지 절감 목표 및 인센티브 기반 비즈니스 모델","네트워크 센서, 데이터 처리 및 시각화 시스템, 클라우드 기반 데이터 처리, 전문 인력","델파이 연구 수행, 데이터 수집 및 분석, IoT 도입 지수 개발, 이해관계자 교육","기술 기업, 연구 기관, 정부 부처","IoT 시스템 설치 및 유지 관리 비용, BMS 라이선스 비용, 인건비, 데이터 센터 유지 관리 비용, 소프트웨어 라이선스 비용","인도 시장의 특성을 고려한 IoT 도입의 어려움(예: 높은 금리, 분할 인센티브 시나리오, 윈-윈 비즈니스 모델 부족) 및 인도 특유의 환경적 제약(예: E-폐기물 관리 지침 부족).",N,"이 연구는 인도 건물 시장에서 IoT 도입에 영향을 미치는 요소를 분석하고, 이해 관계자가 IoT 솔루션을 상용화하기 위해 해결해야 할 주요 문제를 제시합니다.",정보 없음
Lessons Learned from Developing a Sustainability Awareness Framework for Software Engineering Using Design Science.pdf,"이 논문은 디자인 과학 방법론을 사용하여 소프트웨어 엔지니어링의 지속 가능성 인식 프레임워크(SusAF)를 개발하는 과정에서 얻은 교훈을 공유한다. SusAF는 소프트웨어 엔지니어가 시스템 개발 중 잠재적인 지속 가능성 영향을 예측하고 완화하도록 지원하며, 10년간의 협업 개발 과정에서 직면한 과제와 그 함의를 제시한다. 이 연구는 SE 연구, 교육 및 실무에 대한 시사점을 논의하고 지속 가능성 도구 개발에 대한 방법론적 고려 사항을 제시한다.",Y,정보 없음,"IT 실무자(소프트웨어 엔지니어, 소프트웨어 설계자 등) 및 학계(학생 및 연구원)","IT 제품 및 서비스의 지속 가능성 영향을 예측하고 완화하기 위한 프레임워크 제공, 소프트웨어 엔지니어링의 지속 가능성 통합","지침 프로세스를 통해 연결된 시각화 다이어그램(SusAD), 질문 시트, 사용 및 그리기 지침, 통합 문서 및 테스터","워크숍, 설문 조사, 강사/조정자 성찰",정보 없음,"전문가, 데이터 세트","연구 개발, 데이터 처리, 모델 학습","기술 기업, 연구 기관","인건비, 인프라 비용",윤리적 고려 사항,N,"연구의 한계점, 주요 논쟁점, 향후 연구 방향 제시",정보 없음
Metaverse Perspectives from Japan A Participatory Speculative Design Case Study.pdf,"본 논문은 일본 시민들의 관점에서 미래 메타버스 사회에 대한 다양한 관점을 탐구하기 위해 참여적 추측 디자인(PSD) 접근 방식을 활용하고, 사회적 및 윤리적 함의를 분석합니다. 워크숍 프레임워크와 참여자 프로세스를 제시하여 PSD가 메타버스와 같은 신기술에 대한 비판적 담론에 시민을 참여시키는 데 효과적임을 입증하고, 문화적으로 민감한 가상 환경 설계 및 개발에 대한 통찰력을 제공합니다.",Y,"참가자들은 미래 메타버스 사회에서 인공지능(AI)의 역할에 대해 강조하며, 인간-AI 관계, 기술적 해결주의, 정치 및 기술, 세계화 및 지역 문화, 몰입형 기술에 대한 비판적인 질문을 제기합니다.","일본 시민, 특히 미래 사회에 대한 다양한 관점을 가진 시민","물리적 환경의 장벽을 허물어 소통, 사회적 상호 작용, 위기 대비, 정치 참여를 가능하게 하고, 정체성 관련 문제를 해결할 수 있는 잠재력을 제공합니다.","워크숍, 매거진 기사 형식의 가상 내러티브",참여적 추측 디자인(PSD) 워크숍을 통해 시민들과의 소통 및 피드백 루프 형성,정보 없음,"전문 인력, 데이터셋, 컴퓨팅 인프라, 특정 알고리즘, 파트너십, 참여적 추측 디자인(PSD) 워크숍","연구 개발, 데이터 처리, 모델 학습, 시스템 배포, 사용자 교육, 워크숍 진행, 데이터 분석","기술 기업, 연구 기관, 정부 부처, NGO, Mutek, Goethe Institute Tokyo","인건비, 인프라 비용, 유지보수 비용, 워크숍 운영 비용","윤리적 고려 사항, 핵심 지표, 잠재적 과제: 인간-AI 관계, 기술적 해결주의, 정치 및 기술, 세계화 및 지역 문화, 몰입형 기술",N,"연구의 한계점, 주요 논쟁점, 향후 연구 방향 제시: 모집단 대표성 부족, 참여자들의 해석에 대한 연구자들의 주관적인 해석, 미래 사회에 대한 다양한 관점 부족",정보 없음
Models for Innovative IoT Ecosystems.pdf,"본 논문은 사물 인터넷(IoT)의 진화와 비즈니스 관점의 변화를 분석하고, 수직적 및 수평적 IoT 비즈니스 모델의 두 가지 주요 유형을 설명합니다. 또한 Intel, Amazon, Google, Microsoft, IBM 등의 기업이 추진하는 수평적 통합 접근 방식을 검토하고, 수평적 통합이 미래에 더 번성할 가능성이 높다고 결론짓습니다.",N,정보 없음,"IoT 솔루션 개발자, 최종 사용자, 기업","IoT 에코시스템 내에서 비즈니스 혁신, 재사용성, 상호 운용성, 보안 및 개인 정보 보호를 가능하게 함; 다양한 산업 분야에서 중요한 기술적 문제 해결; 가치 창출 및 최종 사용자 가치 수익화","클라우드 플랫폼, 게이트웨이 하드웨어, API","자동화된 지원, 맞춤형 서비스 제공 (구체적인 내용은 찾을 수 없음)","구독 모델, 사용량 기반 과금, 교차 판매 기회 (예: 데이터 저장, 데이터 분석 서비스)","IoT 플랫폼, 데이터 관리 및 분석 도구, 보안 기술, 다양한 통신 프로토콜 지원","IoT 플랫폼 개발 및 유지 관리, 데이터 수집, 저장, 분석, 장치 연결 및 관리, 보안 강화","기술 기업, 클라우드 서비스 제공업체, IoT 장치 제조업체","인프라 비용, 개발 비용, 유지 보수 비용, 인건비","IoT 플랫폼의 성숙도는 비즈니스 및 산업 IoT 시장에서 중요하며, 소비자 시장에서는 상대적으로 영향이 적습니다. IoT 플랫폼 제공업체는 기술을 사용하는 이해관계자와 긴밀한 파트너십을 포함하는 IoT 에코시스템을 구축합니다.",N,"본 연구는 IoT 플랫폼의 다양한 기능과 비즈니스 모델을 비교 분석하고 있으며, 성공적인 IoT 플랫폼은 외부 개발자에게 개방되어 혁신을 촉진하고 있다고 지적합니다.",정보 없음
Navigating the new frontier the impact of artificial intelligence on students' entrepreneurial competencies.pdf,"본 논문은 인공지능(AI) 기술이 기업가 정신 교육에 미치는 영향, 특히 ChatGPT가 학생들의 기업가적 역량 강화에 기여하는 바를 탐구합니다. 연구 결과, ChatGPT는 학생들의 기회 포착, 창의성, 비전, 아이디어 가치 평가, 윤리적 및 지속 가능한 사고 능력을 향상시키는 데 도움이 되며, 특히 아이디어 가치 평가 능력 향상에 효과적인 것으로 나타났습니다. 본 연구는 ChatGPT를 활용한 경험적 학습 방법이 학생들의 기업가적 역량 강화와 학습 성과 개선에 기여할 수 있음을 강조합니다.",Y,"본 논문에서 다루는 AI의 특징은 다음과 같습니다.
1. 텍스트 생성 능력: 인간의 글쓰기를 모방하여 다양한 언어로 텍스트를 생성할 수 있습니다.
2. 자연어 처리 능력: 대량의 데이터를 기반으로 자연어 텍스트를 이해하고 생성하는 고급 능력을 보유하고 있습니다.
3. 데이터 분석 능력: 방대한 양의 데이터를 분석하여 패턴과 트렌드를 식별하고, 고객 니즈 및 시장 기회에 대한 통찰력을 제공할 수 있습니다.
4. 의사 결정 지원 능력: 벤처 관련 의사 결정을 내리는 데 필요한 시장 데이터 및 경쟁사 정보를 효율적으로 제공하여 학생들에게 지침을 제공합니다.
5. 시뮬레이션 및 가상 환경 제공 능력: 기업가적 프로세스의 다양한 측면을 경험할 수 있는 가상 환경을 제공하여 학생들의 역량 개발을 지원합니다.","본 연구의 주요 고객 세그먼트는 다음과 같습니다.
1. 기업가 정신 교육을 받는 대학생: 특히 기업가 정신 과정을 수강하는 학부생들이 주요 대상입니다.
2. 비즈니스 및 STEM 전공 학생: 비즈니스 전공 학생뿐만 아니라 STEM 전공 학생들도 포함하여 다양한 전공의 학생들이 AI 도구를 통해 기업가적 역량을 개발하는 데 관심을 가질 수 있습니다.","본 연구에서 제안하는 AI 기술(특히 ChatGPT)의 가치 제안은 다음과 같습니다.
1. 기업가적 역량 강화: ChatGPT는 기회 포착, 창의성, 비전, 아이디어 가치 평가, 윤리적 사고 등 기업가적 역량을 향상시키는 데 기여합니다.
2. 학습 효율성 증대: ChatGPT는 시장 데이터 접근, 경쟁사 분석, 고객 세분화 등 다양한 정보를 효율적으로 제공하여 학습 시간을 단축하고 의사 결정 과정을 지원합니다.
3. 맞춤형 학습 경험 제공: 학생들의 관심사에 맞는 주제를 탐색하고 가상 튜터와의 상호 작용을 통해 맞춤형 학습 환경을 제공합니다.
4. 비즈니스 모델 캔버스(BMC) 개선 지원: ChatGPT는 BMC의 다양한 구성 요소를 개선하고 구체화하는 데 도움을 주어 학생들의 비즈니스 모델 개발 능력을 향상시킵니다.
5. 의사 결정 지원: ChatGPT는 데이터 분석 및 통찰력 제공을 통해 학생들이 더 나은 의사 결정을 내릴 수 있도록 지원합니다.","본 연구에서 제안하는 솔루션, 기술, 모델이 사용자에게 전달되거나 소통하는 경로는 다음과 같습니다.
1. 강의실 내 통합: ChatGPT는 기업가 정신 교육 과정 내에서 활용되며, 강사의 지침 하에 학생들이 ChatGPT를 사용하여 비즈니스 모델 캔버스를 개선하는 활동에 참여합니다.
2. 온라인 플랫폼: ChatGPT는 온라인 학습 환경에서도 활용될 수 있으며, 가상 튜터와의 상호 작용을 통해 학습 효과를 높일 수 있습니다.
3. 설문 조사 및 피드백: 학생들은 ChatGPT 사용 후 설문 조사에 참여하여 학습 경험에 대한 피드백을 제공하고, 이는 연구 결과 분석에 활용됩니다.","본 연구에서 제안하는 솔루션, 기술, 모델과 사용자 간의 상호작용 방식이나 관계 구축 방식은 다음과 같습니다.
1. 가상 튜터와의 상호 작용: ChatGPT는 가상 튜터 역할을 수행하여 학생들의 질문에 답변하고, 아이디어를 제공하며, 피드백을 제공합니다.
2. 맞춤형 지원: ChatGPT는 학생들의 개별적인 학습 필요에 맞춰 맞춤형 지원을 제공합니다.
3. 피드백 루프: 학생들은 ChatGPT 사용 후 설문 조사 및 피드백을 통해 시스템 개선에 기여합니다.","본 논문에서는 기술이나 모델의 수익 창출 방식에 대한 직접적인 언급은 없지만, 다음과 같은 간접적인 정보가 있습니다.
1. 연구 보조금: Dr. Somià는 European Union's Horizon 2020 Marie Skłodowska-Curie Global Fellowship [No 892825]의 지원을 받았습니다.
2. 교육 프로그램 개발: ChatGPT를 활용한 기업가 정신 교육 프로그램 개발은 대학 및 교육 기관의 투자로 이어질 수 있습니다.","본 연구에서 제안하는 솔루션, 기술, 모델의 구현 및 운영에 필요한 핵심 자원은 다음과 같습니다.
1. ChatGPT 플랫폼: OpenAI에서 개발한 ChatGPT 플랫폼이 핵심 자원입니다.
2. 교육 콘텐츠: 기업가 정신 교육 과정에서 사용되는 교재, 강의 자료, 사례 연구 등이 필요합니다.
3. 전문 인력: ChatGPT를 효과적으로 활용하고 교육 과정에 통합할 수 있는 강사 및 교육 전문가가 필요합니다.
4. 데이터: ChatGPT는 대량의 데이터를 기반으로 학습하므로, 관련 데이터셋이 필요합니다.
5. 컴퓨팅 인프라: ChatGPT를 운영하기 위한 컴퓨팅 인프라가 필요합니다.","본 연구에서 제안하거나 분석하는 솔루션, 기술, 모델을 개발, 구현, 운영하기 위해 필요한 주요 활동은 다음과 같습니다.
1. 연구 개발: ChatGPT를 기업가 정신 교육에 효과적으로 활용하기 위한 연구 개발 활동이 필요합니다.
2. 교육 과정 설계: ChatGPT를 통합한 새로운 교육 과정 및 학습 활동을 설계해야 합니다.
3. 데이터 분석: ChatGPT 사용 후 학생들의 피드백 및 설문 조사 결과를 분석하여 시스템 개선에 활용합니다.
4. 사용자 교육: 학생들에게 ChatGPT 사용법 및 윤리적 고려 사항에 대한 교육을 제공해야 합니다.","본 연구에서 기술 개발, 구현, 또는 적용을 위해 협력하는 주요 파트너 또는 이해관계자는 다음과 같습니다.
1. OpenAI: ChatGPT 플랫폼 제공 및 기술 지원을 제공합니다.
2. 대학 및 교육 기관: 기업가 정신 교육 과정을 운영하고 ChatGPT를 활용한 학습 활동을 지원합니다.
3. 연구 기관: 연구 개발 및 데이터 분석을 지원합니다.","본 연구에서 기술 개발, 구현, 운영과 관련하여 발생하는 주요 비용 항목은 다음과 같습니다.
1. ChatGPT 사용료: ChatGPT API 사용에 따른 비용이 발생할 수 있습니다.
2. 인건비: 교육 과정 설계, 데이터 분석, 사용자 교육 등에 필요한 인건비가 발생합니다.
3. 연구 개발 비용: ChatGPT를 기업가 정신 교육에 효과적으로 활용하기 위한 연구 개발 비용이 발생합니다.
4. 인프라 비용: ChatGPT를 운영하기 위한 컴퓨팅 인프라 비용이 발생할 수 있습니다.","본 논문에서는 전통적인 분석 틀 외에 다음과 같은 추가적인 분석 관점 또는 고려 사항을 제시합니다.
1. 윤리적 고려 사항: ChatGPT 사용에 따른 편향성, 데이터 프라이버시, 학문적 정직성 등의 윤리적 문제를 고려해야 합니다.
2. 학습 효과 측정 지표: ChatGPT 사용이 학생들의 기업가적 역량에 미치는 영향을 측정하기 위한 구체적인 지표 개발이 필요합니다.
3. 기술 의존성 문제: 학생들이 ChatGPT에 과도하게 의존하여 독립적인 사고 능력 및 문제 해결 능력이 저하될 수 있는 문제점을 고려해야 합니다.",N,"본 연구의 한계점은 다음과 같습니다.
1. 작은 표본 크기: 연구에 참여한 학생 수가 적어 결과를 일반화하는 데 제한이 있습니다.
2. 자발적 참여: 학생들이 자발적으로 참여했기 때문에 편향이 발생할 수 있습니다.
3. 단일 대학 연구: 연구가 단일 대학에서 수행되었기 때문에 다른 환경에서의 결과와 차이가 있을 수 있습니다.
향후 연구 방향은 다음과 같습니다.
1. 더 큰 표본 크기 및 다양한 기관에서의 연구를 통해 결과를 일반화할 수 있습니다.
2. 성별 및 전공에 따른 차이를 심층적으로 분석하여 맞춤형 교육 프로그램 개발에 활용할 수 있습니다.
3. ChatGPT 외 다른 AI 도구를 활용한 연구를 통해 다양한 도구의 효과를 비교 분석할 수 있습니다.",정보 없음
Participatory design of business models.pdf,이 논문은 사용자 중심 혁신과 개방형 혁신에 대한 최근의 관심이 새로운 제품이나 서비스 자체를 넘어 사업을 만드는 방법에 대한 모델에 대한 관심으로 이동했음을 지적한다. 특히 인터넷 상거래의 발전과 함께 비즈니스 모델링 프로세스를 더 넓은 범위의 이해관계자에게 개방하기 위해 참여적 디자인 방법이 적용되고 있다. 이 워크숍은 참여적 협상에서 비즈니스 문제가 중요했던 프로젝트 경험을 공유하고 혁신에서 PD의 역할에 대한 입장을 명확히 하는 것을 목표로 한다.,Y,정보 없음,"연구자, 실무자, 교육자","참여적 디자인을 통해 비즈니스 모델 혁신을 촉진하고, 다양한 이해관계자들이 비즈니스 모델 개발에 참여할 수 있도록 지원한다.","워크숍, 논문 발표, 참여적 디자인 방법론","참여적 디자인 워크숍을 통해 참가자 간의 협력 및 지식 공유를 촉진하고, 비즈니스 모델 혁신에 대한 다양한 관점을 교환한다.",정보 없음,"참여적 디자인 방법론, 비즈니스 모델링 도구, 워크숍 참가자들의 경험과 지식","참여적 디자인 워크숍 진행, 비즈니스 모델링 방법론 개발, 참가자들의 경험 공유 및 토론 촉진",정보 없음,"워크숍 운영 비용, 참여적 디자인 방법론 개발 비용",참여적 디자인이 비즈니스 모델 혁신에 기여할 수 있는 가능성과 윤리적 고려 사항을 강조한다.,N,"이 논문은 참여적 디자인이 비즈니스 모델 혁신에 어떻게 기여할 수 있는지에 대한 논의를 시작하고, 참여적 디자인의 역할에 대한 다양한 관점을 탐구하는 것을 목표로 한다.",정보 없음
Public AI canvas for AI-enabled public value A design science approach.pdf,"본 논문은 공공 기관이 AI 시스템에 투자할 때 활용할 수 있는 Public AI Canvas (PAIC)라는 도구를 디자인하고 평가하는 것을 목표로 한다. 디자인 과학적 접근법을 사용하여 PAIC를 개발하고, PAIC는 공공 가치 중심의 AI 활성화 계층, 공공 가치 논리 계층, 공공 가치 중심의 사회적 지침 계층의 세 가지 계층으로 구성된다. PAIC는 공공 기관의 비즈니스 모델 혁신을 위한 지침을 제공하며, AI 배포를 안내하는 검증된 도구를 제시한다.",Y,"논문에서 다루는 AI의 특징은 다음과 같습니다: 텍스트 생성, 데이터 분석, 예측, 자동화.","시민, 고객, 공공 기관, 공공 부문 직원, 기업, 대학, 기술 회사, 비영리 단체","자동화, 개인화, 효율성, 효과성, 투명성, 설명 가능성, 윤리적 책임감, 삶의 질 향상","시민 피드백 루프, 공공-공공 파트너십, 공공-민간 파트너십, 공공-학계 파트너십, 부문 간 협업","유비쿼터스 연결, 개인화된 서비스","중앙 정부 예산, 공공 서비스 수수료, 세금, 벌금","데이터, 컴퓨팅 시스템, AI 팀, 관리 팀","AI 시스템 설계 및 배포, AI 실험, AI 연구 개발, 시민 참여, AI 거버넌스","공공 기관, 공공 부문 직원, 기업, 대학, 기술 회사, 비영리 단체","데이터 준비 비용, AI 시스템 개발 비용, AI 기술 구축 비용, AI 시스템 유지 관리 비용, AI 실험 및 연구 개발 비용",PAIC는 AI 시스템 배포와 관련된 사회적 영향 및 윤리적 고려 사항을 강조하기 위해 사회적 지침 계층을 추가했습니다. 이는 AI 시스템의 사회적 책임과 지속 가능성을 고려하는 데 중요한 요소입니다.,Y,이 연구의 한계는 PAIC의 구성 요소 식별에 중점을 두어 구성 요소의 운영화에 대한 제안을 제공하지 않는다는 점이다. 향후 연구에서는 구성 요소의 측정 및 계산에 도움이 될 수 있는 운영 지표를 개발할 수 있다.,정보 없음
"REBALANCING INTEGRATED, DEMAND-RESPONSIVE PASSENGER AND FREIGHT TRANSPORT – AN AGENT-BASED SIMULATION APPROACH.pdf","본 논문은 통합 수요 대응형 승객 및 화물 운송(IDRT) 시스템의 효율성을 높이기 위한 재조정 전략을 제안하고, 에이전트 기반 시뮬레이션 모델을 통해 그 효과를 측정한다. 제안하는 재조정 접근 방식은 총 차량 운행 거리와 승객 대기 시간 측면에서 재조정 없는 시스템보다 성능이 우수함을 입증하며, 특히 농촌 지역에서 IDRT 시스템의 효율성을 최적화하는 데 기여한다.",N,본 논문에서는 머신러닝 모델(ML-model)을 활용하여 특정 이동 클러스터에서 다른 클러스터로의 여정 총 횟수를 예측한다. 이를 통해 차량 부족 또는 과잉을 계산하고 재조정 전략을 수립하는 데 활용한다.,"농촌 지역 주민, 화물 운송 서비스 이용자","총 차량 운행 거리 감소, 승객 대기 시간 감소, 차량 활용도 증가, 환경 오염 감소, 농촌 지역 이동 서비스 접근성 향상",IDRT 서비스 (수요 대응형 승객 및 화물 통합 운송 서비스),"수요에 따른 실시간 서비스 제공, 차량 재조정을 통한 맞춤형 서비스 제공",정보 없음,"IDRT 차량, 머신러닝 모델, 교통 흐름 데이터, 에이전트 기반 시뮬레이션 모델, Google OR Tools","IDRT 서비스 운영, 머신러닝 모델 학습, 차량 재조정, 시뮬레이션 모델 개발 및 평가","산업 파트너 (교통 흐름 데이터 제공), 공공 이동성 및 물류 서비스 제공업체","차량 운영 비용, 인건비, 머신러닝 모델 유지보수 비용, 시뮬레이션 모델 개발 및 유지보수 비용","본 논문에서는 교통 혼잡, 사고, 기타 교통 관련 문제와 같은 환경적 요인을 고려하지 않았으며, 물류 측면에서 차량의 적재도 시뮬레이션에 반영하지 않았다. 또한, 모든 수령인이 실제로 배송을 받았다고 가정하고 소포 크기와 차량 용량에 미치는 영향도 고려하지 않았다. 향후 연구에서는 이러한 측면을 고려하여 경제적 타당성과 환경적 영향을 평가할 필요가 있다.",N,"본 연구는 특정 지역(독일 Sarstedt)에 대한 사례 연구이므로, 다른 지역에 적용할 때는 해당 지역의 특성을 고려해야 한다. 또한, 다양한 차량 재조정 전략의 성능을 비교하기 위해 추가 시나리오를 설정하거나 다른 연구 영역으로 확장할 수 있다.",정보 없음
